status,category,region,number_of_employees,company_age,number_of_funding_rounds,total_funding_usd,number_of_business_milestones,relationships
acquired,biotech,Americas,NA,16,0,0,NA,1
acquired,NA,Americas,NA,NA,0,0,NA,2
acquired,software,Americas,NA,13,1,6059996,1,2
acquired,games_video,Americas,69,15,6,65635895,2,5
acquired,cleantech,Americas,NA,NA,1,7919948,1,5
closed,games_video,Americas,26,6,4,11514249,2,7
ipo,biotech,Americas,NA,15,11,441967256,NA,21
closed,web,Americas,2,4,0,0,NA,2
closed,cleantech,Americas,NA,21,1,5939830,NA,NA
ipo,biotech,Americas,NA,5,2,55192642,1,17
closed,biotech,Americas,NA,NA,2,26234176,1,4
ipo,other,Europe,NA,52,0,0,1,6
acquired,ecommerce,Americas,NA,12,0,0,1,9
acquired,software,Americas,NA,32,0,0,2,9
acquired,ecommerce,Americas,141,17,0,0,3,11
acquired,mobile,NA,NA,NA,0,0,3,9
acquired,biotech,Americas,NA,NA,3,29355579,NA,6
acquired,biotech,Americas,NA,NA,2,31310097,NA,6
ipo,biotech,Americas,NA,9,3,198212231,2,20
closed,web,Americas,NA,NA,1,6187414,2,2
acquired,cleantech,Americas,NA,11,1,133317574,NA,1
ipo,other,Asia,756,13,2,27719538,3,25
acquired,games_video,Americas,NA,16,0,0,3,18
closed,cleantech,Americas,NA,NA,2,184330832,NA,1
closed,cleantech,Americas,NA,NA,1,3787429,NA,NA
acquired,biotech,Americas,NA,NA,2,15444076,NA,3
closed,biotech,Americas,NA,12,4,43065657,1,6
acquired,cleantech,Americas,208,13,1,4949800,2,9
closed,ecommerce,Europe,3,5,0,0,NA,NA
acquired,cleantech,Americas,NA,11,3,15493675,1,1
closed,biotech,Americas,NA,5,3,24057426,NA,9
acquired,finance,Americas,NA,10,3,8266418,1,2
acquired,consulting,Americas,15,6,0,0,NA,NA
acquired,mobile,Europe,258,11,7,209880601,3,6
acquired,software,Americas,6,8,0,0,1,1
acquired,cleantech,Americas,NA,NA,4,250469833,1,1
closed,cleantech,Americas,NA,NA,1,2525133,NA,NA
acquired,public_relations,Europe,80,14,0,0,1,7
acquired,software,Europe,NA,13,2,5312702,NA,NA
closed,cleantech,Europe,NA,11,1,939406,NA,NA
ipo,web,Americas,NA,20,0,908842,1,2
acquired,software,NA,NA,5,0,0,NA,NA
acquired,software,Americas,NA,7,1,3938964,3,5
acquired,cleantech,Europe,NA,NA,1,13486663,NA,NA
acquired,NA,Americas,NA,NA,2,35350021,2,4
acquired,mobile,Europe,NA,11,0,0,NA,1
closed,search,Europe,2,5,0,0,1,2
acquired,enterprise,NA,NA,NA,0,0,NA,1
acquired,biotech,Americas,NA,13,0,0,NA,1
acquired,cleantech,Americas,NA,NA,2,85849622,3,5
acquired,biotech,NA,NA,NA,0,0,NA,NA
acquired,biotech,NA,NA,NA,0,0,NA,NA
closed,search,Americas,NA,5,0,0,NA,NA
acquired,enterprise,Americas,NA,12,3,30194644,1,10
acquired,biotech,Americas,NA,9,0,0,NA,NA
ipo,biotech,Americas,NA,NA,0,0,2,22
acquired,biotech,Americas,NA,15,0,0,1,2
ipo,software,Americas,NA,14,0,0,1,20
closed,biotech,Americas,NA,13,3,7372510,NA,5
acquired,software,Americas,NA,NA,0,0,1,0
acquired,ecommerce,Americas,NA,17,1,6059982,NA,NA
acquired,mobile,NA,97,14,0,0,NA,1
ipo,web,Asia,87,16,0,0,NA,12
acquired,search,NA,NA,NA,0,0,NA,NA
ipo,web,Americas,NA,NA,0,0,2,4
acquired,ecommerce,NA,NA,NA,1,22724992,0,4
closed,mobile,NA,NA,6,1,3959944,NA,0
ipo,enterprise,Americas,488,13,3,23958402,2,12
acquired,mobile,NA,NA,NA,0,0,NA,2
acquired,biotech,Americas,NA,24,0,0,NA,3
acquired,biotech,Americas,NA,27,0,0,NA,NA
closed,cleantech,Europe,NA,7,1,9767671,NA,3
acquired,biotech,Americas,22,11,1,17820182,NA,NA
closed,biotech,Asia,28,13,3,144934232,NA,NA
closed,other,NA,NA,7,0,0,NA,1
closed,biotech,Americas,NA,9,6,49499303,1,4
acquired,cleantech,Americas,NA,7,0,0,NA,NA
acquired,cleantech,Americas,NA,NA,0,0,NA,NA
ipo,biotech,Americas,NA,0,4,41661391,1,3
ipo,biotech,Americas,NA,12,1,28710420,1,17
ipo,biotech,Europe,NA,11,2,54521759,1,20
acquired,biotech,Americas,NA,8,4,69201863,NA,15
acquired,games_video,Americas,NA,75,0,0,3,11
acquired,mobile,Americas,NA,14,1,21613888,1,3
ipo,cleantech,Americas,NA,34,0,0,1,5
ipo,cleantech,Americas,NA,20,2,40399958,2,4
ipo,cleantech,NA,NA,NA,0,0,1,NA
acquired,mobile,Americas,NA,NA,2,0,NA,3
ipo,enterprise,Americas,NA,NA,3,10741804,2,5
acquired,web,Americas,NA,11,0,0,NA,2
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,12,0,0,1,3
acquired,NA,NA,NA,NA,0,0,1,2
acquired,software,Americas,NA,9,0,0,NA,NA
acquired,other,Asia,NA,NA,0,0,1,7
acquired,security,Americas,NA,9,2,0,1,3
acquired,web,NA,11,NA,0,0,2,4
ipo,biotech,Americas,NA,10,8,105384642,2,20
ipo,cleantech,Americas,NA,10,5,144338888,3,7
acquired,enterprise,Americas,602,44,1,7425135,2,2
acquired,consulting,Americas,NA,NA,0,0,NA,NA
acquired,social,Americas,NA,4,2,6038974,2,23
acquired,enterprise,Americas,NA,9,4,7282378,1,4
acquired,other,NA,NA,NA,0,0,2,1
acquired,biotech,Americas,NA,17,0,0,NA,3
ipo,transportation,Americas,91983,61,3,84051586,2,18
closed,ecommerce,Americas,3,5,1,176742,1,5
ipo,consulting,Americas,NA,15,13,57343384,2,21
closed,biotech,Americas,NA,NA,1,17324640,NA,1
acquired,semiconductor,Americas,NA,NA,0,0,NA,4
acquired,semiconductor,Americas,NA,18,1,186639273,1,9
acquired,advertising,Americas,NA,5,3,24744744,NA,10
acquired,network_hosting,Americas,NA,7,0,0,NA,NA
ipo,NA,Americas,NA,NA,0,0,1,3
acquired,NA,Americas,NA,27,0,0,NA,NA
acquired,other,Americas,191,27,0,0,NA,NA
acquired,biotech,Americas,27,8,3,27269429,1,2
closed,cleantech,Americas,NA,NA,2,40702813,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,1
ipo,biotech,Americas,NA,NA,1,990116,1,12
ipo,biotech,Americas,NA,4,3,360531239,1,15
acquired,semiconductor,Americas,NA,9,1,504951,NA,1
acquired,biotech,Americas,NA,10,3,57419944,1,4
closed,legal,Americas,6,5,0,0,1,7
closed,network_hosting,Americas,NA,NA,1,1009989,NA,NA
acquired,biotech,Americas,NA,4,4,120779327,1,15
acquired,other,Americas,NA,9,1,0,3,7
acquired,cleantech,NA,NA,NA,0,0,NA,NA
ipo,cleantech,Americas,NA,NA,1,7827415,3,9
acquired,games_video,Americas,NA,8,1,1212057,NA,2
acquired,cleantech,Americas,NA,12,0,0,NA,NA
ipo,network_hosting,Americas,NA,34,0,0,3,6
acquired,NA,NA,NA,NA,0,0,1,4
acquired,public_relations,Americas,NA,14,1,15345340,NA,NA
acquired,semiconductor,Americas,NA,11,0,0,1,3
acquired,biotech,Europe,NA,9,3,11075751,NA,5
acquired,software,Europe,10,6,0,0,3,1
acquired,advertising,Americas,11,5,2,7424981,NA,7
acquired,NA,Americas,NA,13,0,0,NA,NA
acquired,consulting,Americas,NA,35,0,0,2,16
acquired,other,Americas,45,7,0,0,3,4
ipo,hardware,NA,NA,23,0,0,NA,10
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,consulting,Americas,NA,NA,0,0,NA,NA
acquired,other,Europe,10,5,0,0,NA,1
acquired,software,Americas,NA,7,4,5905131,1,7
acquired,NA,Americas,152,18,0,0,4,4
acquired,biotech,Americas,45,15,4,41651700,1,4
acquired,enterprise,NA,NA,16,0,0,3,8
acquired,cleantech,Americas,NA,93,0,0,NA,NA
ipo,biotech,Americas,30,13,7,193414079,2,20
acquired,enterprise,Europe,5,5,1,1630610,2,4
acquired,ecommerce,Europe,NA,14,0,0,2,1
ipo,biotech,Americas,NA,10,6,108205056,1,15
acquired,health,Americas,NA,17,1,0,NA,3
acquired,web,NA,13,7,0,0,NA,NA
acquired,web,Europe,NA,5,1,0,2,2
acquired,NA,Americas,NA,14,0,0,3,8
acquired,biotech,Americas,NA,14,1,11681465,NA,4
closed,web,NA,NA,13,0,0,NA,1
ipo,biotech,Asia,NA,NA,1,10890274,1,2
acquired,biotech,Americas,NA,NA,3,14107928,NA,NA
acquired,ecommerce,Americas,NA,21,0,0,NA,NA
closed,other,Americas,7,4,1,49511,NA,1
closed,ecommerce,NA,5,5,0,0,NA,NA
acquired,ecommerce,Americas,NA,NA,0,0,2,2
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,NA,0,0,NA,1
acquired,ecommerce,NA,NA,7,0,0,NA,1
acquired,biotech,Europe,NA,NA,1,2434200,NA,NA
closed,biotech,Americas,NA,NA,1,1980056,NA,3
acquired,ecommerce,Europe,26,8,0,0,2,1
acquired,travel,Americas,NA,5,4,23165679,3,15
acquired,ecommerce,Americas,NA,5,1,2020190,2,5
acquired,ecommerce,Americas,NA,17,0,0,1,1
acquired,biotech,Americas,NA,9,3,77963657,2,4
acquired,cleantech,Americas,NA,7,1,4949732,2,4
acquired,web,Asia,5,6,0,0,NA,3
closed,software,Europe,15,6,0,0,NA,3
acquired,network_hosting,Americas,NA,27,3,54842822,1,11
acquired,software,Europe,506,NA,0,0,NA,NA
closed,advertising,NA,NA,NA,1,1010009,NA,NA
ipo,semiconductor,Europe,491,28,5,103395436,3,13
ipo,biotech,Asia,NA,NA,3,10196901,NA,4
closed,software,Asia,NA,NA,1,37006444,NA,NA
closed,biotech,Americas,NA,NA,1,4950350,NA,NA
acquired,biotech,Americas,NA,NA,0,0,1,4
closed,biotech,Americas,34,16,2,79696416,NA,4
closed,biotech,Americas,NA,NA,1,792029,NA,NA
acquired,biotech,Europe,NA,15,2,62370242,NA,4
acquired,semiconductor,Americas,43,13,5,58409614,1,8
acquired,enterprise,Europe,NA,NA,1,0,1,1
acquired,biotech,Americas,NA,11,1,40399663,1,5
closed,advertising,Asia,NA,NA,2,0,NA,NA
closed,hardware,Asia,NA,NA,1,0,NA,NA
ipo,network_hosting,Americas,NA,16,5,153125981,2,13
ipo,web,Americas,9,5,8,12328637,3,11
acquired,biotech,Americas,NA,13,2,37774473,NA,NA
closed,software,Asia,NA,13,2,75748875,NA,NA
acquired,mobile,NA,NA,5,0,0,2,3
ipo,advertising,Americas,NA,12,4,35350462,2,21
acquired,biotech,Americas,NA,5,2,55550327,0,4
acquired,enterprise,NA,NA,NA,0,0,NA,NA
acquired,cleantech,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,NA,0,0,NA,2
acquired,cleantech,NA,NA,NA,0,0,NA,NA
acquired,consulting,NA,NA,NA,0,0,NA,NA
acquired,advertising,NA,40,9,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,other,NA,NA,NA,0,0,NA,NA
acquired,consulting,NA,NA,12,0,0,1,2
ipo,consulting,Americas,NA,NA,0,0,2,5
acquired,enterprise,Europe,NA,NA,0,0,0,0
acquired,software,Americas,NA,NA,0,0,NA,NA
ipo,software,Americas,NA,16,0,0,1,2
acquired,consulting,NA,NA,80,0,0,1,12
acquired,other,NA,NA,13,0,0,NA,NA
acquired,other,Americas,NA,NA,0,0,NA,6
acquired,hardware,Americas,NA,20,0,0,NA,NA
ipo,other,Americas,NA,46,0,0,2,NA
acquired,web,Americas,NA,NA,0,0,NA,NA
ipo,hardware,Americas,3187,26,0,0,0,1
acquired,hardware,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,Europe,NA,NA,0,0,NA,NA
acquired,ecommerce,NA,NA,14,0,0,NA,NA
acquired,biotech,NA,NA,NA,0,0,NA,NA
acquired,advertising,NA,NA,NA,0,0,2,1
acquired,semiconductor,NA,NA,11,0,0,1,3
acquired,search,NA,NA,NA,0,0,NA,NA
acquired,search,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,semiconductor,NA,NA,18,0,0,1,2
acquired,cleantech,Europe,NA,9,0,0,1,3
acquired,cleantech,NA,NA,41,0,0,NA,NA
ipo,cleantech,Americas,NA,33,0,0,NA,1
acquired,games_video,NA,NA,9,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
closed,mobile,Americas,NA,8,2,80799504,1,4
acquired,enterprise,NA,NA,NA,0,0,NA,NA
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,cleantech,Europe,NA,6,0,0,1,3
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,16,0,0,NA,NA
ipo,biotech,Americas,NA,NA,0,0,2,11
acquired,software,Americas,NA,12,0,0,NA,NA
acquired,ecommerce,NA,NA,8,0,0,1,NA
ipo,cleantech,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,26,0,0,NA,NA
acquired,hardware,NA,NA,27,0,0,NA,NA
acquired,mobile,NA,NA,NA,0,0,NA,NA
acquired,advertising,NA,NA,NA,0,0,NA,NA
acquired,semiconductor,Americas,NA,11,1,25249264,NA,3
ipo,semiconductor,Americas,NA,NA,0,0,1,13
acquired,biotech,Americas,NA,NA,4,43934905,1,4
acquired,cleantech,Americas,NA,NA,1,3534987,NA,NA
acquired,biotech,Americas,NA,7,6,229679654,NA,4
ipo,biotech,Americas,NA,NA,1,24749913,1,14
acquired,software,Americas,46,9,3,27720556,2,7
acquired,mobile,Americas,NA,NA,0,0,2,6
acquired,consulting,Americas,NA,20,0,0,NA,0
closed,public_relations,Americas,NA,7,1,963563,1,3
acquired,software,Americas,NA,13,0,0,NA,NA
acquired,semiconductor,Americas,NA,20,0,0,NA,NA
acquired,security,NA,NA,NA,0,0,1,1
acquired,consulting,Asia,NA,NA,0,0,2,1
acquired,semiconductor,Americas,73,20,2,14662012,1,8
acquired,web,NA,NA,19,0,0,NA,NA
acquired,consulting,Americas,74710,24,0,0,2,2
acquired,software,Europe,NA,27,0,0,NA,NA
acquired,biotech,Americas,NA,7,0,0,NA,2
acquired,biotech,Americas,NA,12,0,0,NA,NA
acquired,software,Americas,NA,24,0,0,NA,NA
acquired,network_hosting,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,6,0,0,NA,NA
acquired,network_hosting,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,16,0,0,1,12
acquired,mobile,NA,NA,NA,1,10099642,NA,NA
acquired,software,Americas,NA,11,0,0,NA,1
acquired,enterprise,Americas,NA,14,1,10642670,0,1
acquired,network_hosting,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,16,3,49067248,2,20
acquired,public_relations,Americas,NA,25,0,0,NA,NA
acquired,network_hosting,Europe,NA,11,1,6293107,NA,NA
acquired,enterprise,NA,NA,44,0,0,NA,NA
closed,web,Americas,3,4,1,24741,NA,3
ipo,mobile,Europe,NA,20,0,0,2,2
acquired,mobile,NA,NA,NA,0,0,1,NA
acquired,software,Asia,NA,NA,0,0,NA,NA
acquired,biotech,Americas,NA,NA,0,0,1,5
acquired,software,Americas,NA,8,0,0,1,1
ipo,semiconductor,Americas,NA,NA,0,0,2,10
acquired,semiconductor,NA,NA,NA,1,6533896,1,1
acquired,software,Americas,NA,NA,0,0,3,9
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,games_video,NA,NA,NA,0,0,NA,NA
closed,software,Americas,10,4,1,0,1,3
closed,cleantech,Asia,1011,7,1,34650560,NA,NA
acquired,enterprise,NA,2,5,0,0,1,2
closed,other,NA,NA,NA,1,0,1,5
closed,cleantech,Americas,NA,11,1,1980061,NA,NA
ipo,mobile,Asia,302,8,1,10100263,4,8
ipo,cleantech,Americas,NA,NA,0,0,NA,NA
ipo,cleantech,Americas,NA,NA,2,57570124,3,3
acquired,cleantech,Europe,NA,7,0,5270268,0,NA
acquired,health,Americas,3,6,2,1166574,1,2
acquired,software,NA,NA,20,0,0,NA,NA
acquired,software,Americas,239,25,1,16160391,1,8
acquired,public_relations,Europe,82,13,1,12795788,NA,4
closed,mobile,Europe,NA,5,1,1873210,NA,NA
closed,software,Americas,8,13,1,277733,1,5
closed,cleantech,Europe,60,14,1,32213999,NA,3
ipo,cleantech,Americas,NA,20,1,20200210,NA,NA
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,1,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
ipo,software,Americas,13059,38,0,0,2,68
acquired,software,Americas,NA,37,1,20790911,1,6
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,1,1
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
ipo,software,Americas,NA,47,0,0,1,4
acquired,software,Americas,49,15,0,0,1,2
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,security,Americas,NA,NA,0,0,NA,2
acquired,security,Americas,59,22,0,0,NA,2
ipo,security,Americas,6918,45,0,0,2,9
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,404,17,0,0,4,9
acquired,enterprise,Americas,NA,28,0,0,NA,NA
acquired,software,NA,NA,11,1,7070341,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,29,0,0,1,8
acquired,software,NA,NA,NA,0,0,1,3
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,NA,0,0,NA,2
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,350,30,0,0,1,8
acquired,cleantech,NA,NA,NA,2,0,1,3
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,10,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,1
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,security,Americas,NA,NA,0,0,NA,NA
acquired,semiconductor,Americas,NA,9,3,24391518,NA,1
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,14,0,0,NA,0
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,13,10,0,0,1,2
acquired,enterprise,NA,NA,NA,0,0,1,3
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,public_relations,Americas,NA,NA,1,11880086,NA,NA
acquired,security,Americas,NA,13,0,11880393,1,7
acquired,software,Americas,NA,NA,0,0,NA,3
acquired,security,Americas,NA,14,1,989847,1,4
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,11879915,1,4
acquired,games_video,Americas,NA,21,0,0,1,3
acquired,mobile,Americas,NA,12,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,32,0,0,NA,4
acquired,software,Europe,NA,17,0,0,NA,NA
ipo,enterprise,Americas,NA,11,1,30299366,3,15
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,other,Americas,NA,7,0,0,1,1
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,1,2
acquired,games_video,NA,NA,NA,0,0,NA,NA
acquired,games_video,Americas,NA,13,1,22274836,3,4
acquired,games_video,Americas,NA,17,0,0,NA,NA
closed,ecommerce,Europe,NA,NA,1,1100778,NA,NA
closed,games_video,NA,NA,7,1,990034,NA,NA
acquired,software,Europe,23,11,0,0,NA,NA
acquired,software,Europe,NA,11,0,0,NA,NA
acquired,software,Europe,NA,9,0,0,NA,NA
acquired,software,Europe,NA,24,0,0,2,1
acquired,enterprise,Europe,NA,NA,0,0,NA,NA
acquired,software,Europe,NA,15,0,0,NA,NA
acquired,public_relations,Europe,NA,NA,0,0,NA,NA
acquired,enterprise,Europe,NA,NA,0,0,NA,NA
acquired,enterprise,Europe,NA,NA,0,0,NA,NA
acquired,enterprise,Europe,72,22,0,0,1,1
ipo,enterprise,Africa,NA,29,0,0,NA,6
acquired,network_hosting,Americas,NA,8,2,29698934,3,10
acquired,software,Oceania,NA,25,0,0,NA,NA
acquired,mobile,Europe,NA,12,1,12543304,1,1
acquired,network_hosting,Americas,167,17,0,0,1,1
acquired,cleantech,Americas,NA,NA,5,9924904,NA,3
closed,web,NA,2,NA,0,0,NA,NA
acquired,games_video,NA,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,NA,0,0,1,3
acquired,enterprise,Americas,420,21,0,0,NA,NA
acquired,enterprise,Asia,NA,15,0,0,1,2
ipo,network_hosting,Asia,NA,14,0,0,3,1
acquired,advertising,Americas,NA,21,0,0,NA,NA
acquired,enterprise,Americas,NA,18,0,0,NA,NA
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,software,Europe,55,12,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,semiconductor,Europe,NA,NA,0,0,NA,NA
acquired,other,Americas,NA,NA,0,0,NA,NA
acquired,other,NA,NA,53,0,0,NA,NA
acquired,enterprise,NA,NA,19,0,0,NA,NA
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,web,Americas,NA,106,0,0,NA,NA
acquired,public_relations,NA,NA,NA,0,0,NA,NA
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,ecommerce,Americas,NA,28,0,0,NA,NA
acquired,cleantech,Americas,NA,12,4,461342655,3,7
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,ecommerce,Americas,NA,26,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,games_video,Americas,NA,13,0,0,NA,NA
acquired,consulting,NA,NA,NA,0,0,1,1
acquired,software,Americas,NA,NA,0,989723,1,NA
acquired,web,NA,NA,NA,0,0,1,6
acquired,software,Americas,NA,NA,1,10100378,NA,5
closed,games_video,Americas,NA,NA,1,1110904,1,1
acquired,network_hosting,Americas,NA,34,0,0,1,8
acquired,network_hosting,NA,NA,NA,0,0,NA,NA
closed,enterprise,Americas,26,6,2,27720102,3,13
acquired,enterprise,NA,NA,NA,0,0,NA,NA
ipo,enterprise,Americas,NA,NA,0,0,1,5
acquired,enterprise,NA,NA,NA,0,0,1,1
acquired,NA,NA,NA,NA,0,0,1,2
acquired,security,Americas,NA,16,0,0,2,1
acquired,enterprise,Americas,NA,NA,0,0,2,12
closed,web,Americas,NA,4,1,19782,1,3
ipo,hardware,Americas,NA,NA,1,208930971,2,5
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,cleantech,Americas,NA,NA,1,2019951,NA,1
closed,public_relations,Americas,NA,6,1,978990,NA,2
closed,consulting,Europe,NA,NA,2,2900772,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,2
acquired,design,Europe,NA,13,3,2227695,3,3
acquired,NA,Americas,NA,8,0,0,NA,NA
acquired,NA,Europe,NA,14,0,0,NA,NA
acquired,public_relations,Europe,NA,9,0,0,NA,NA
acquired,enterprise,NA,NA,NA,0,0,NA,NA
acquired,hardware,Americas,NA,NA,1,12375077,NA,2
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,semiconductor,Americas,NA,12,2,21779825,NA,NA
acquired,software,NA,NA,NA,2,4435160,1,5
acquired,software,Europe,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,14,0,0,2,6
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,advertising,Americas,60,12,2,14355679,2,16
acquired,software,Americas,NA,15,1,45954929,2,6
acquired,software,Americas,NA,23,1,2726868,1,11
acquired,semiconductor,Europe,NA,13,0,0,2,17
acquired,NA,Americas,NA,NA,0,0,NA,NA
ipo,hardware,Americas,NA,17,0,0,1,15
acquired,semiconductor,Americas,NA,22,0,0,1,1
acquired,NA,Americas,NA,NA,0,0,1,1
ipo,ecommerce,Americas,NA,96,0,0,1,13
acquired,software,Americas,NA,NA,0,0,2,1
acquired,NA,NA,NA,NA,0,0,1,2
acquired,NA,Americas,NA,11,2,47024989,2,32
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,semiconductor,Europe,NA,NA,0,0,NA,NA
acquired,semiconductor,NA,NA,NA,2,2050458,1,1
closed,web,NA,1,4,0,0,NA,1
acquired,security,Americas,NA,7,1,4949838,NA,4
acquired,advertising,Europe,NA,18,0,0,1,3
acquired,games_video,Americas,NA,NA,0,0,1,7
closed,web,Americas,4,5,1,316752,NA,3
closed,medical,Americas,NA,NA,2,6766932,NA,3
acquired,advertising,Americas,NA,8,0,0,3,3
acquired,NA,Americas,NA,31,0,0,NA,NA
acquired,hardware,NA,NA,9,0,0,NA,NA
ipo,hardware,Americas,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,12,1,43064873,2,2
acquired,software,Europe,NA,30,0,0,2,18
closed,consulting,Americas,NA,NA,1,33659408,NA,3
ipo,cleantech,Americas,NA,9,1,29700578,NA,NA
acquired,semiconductor,NA,NA,NA,1,22220233,1,6
acquired,ecommerce,Europe,NA,7,1,20199773,3,2
acquired,semiconductor,Americas,NA,10,3,70295077,1,5
acquired,mobile,Americas,NA,31,2,20047509,NA,NA
acquired,web,NA,3,4,0,0,1,NA
acquired,enterprise,Americas,NA,NA,2,61812445,NA,1
acquired,cleantech,Americas,NA,13,2,27403831,2,3
acquired,advertising,Americas,NA,NA,2,32017624,1,NA
acquired,hardware,Europe,NA,7,3,32085031,NA,NA
acquired,software,Americas,NA,NA,4,25339984,3,1
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,network_hosting,Americas,NA,31,0,0,1,1
ipo,network_hosting,Americas,NA,14,1,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,1,29
ipo,public_relations,Americas,NA,NA,0,0,2,7
acquired,public_relations,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,Americas,NA,14,0,0,NA,NA
closed,cleantech,Americas,NA,7,3,53459005,NA,3
ipo,NA,Americas,NA,NA,0,0,2,7
acquired,hardware,Americas,265,13,0,0,NA,2
acquired,other,Americas,NA,23,0,0,1,10
acquired,NA,NA,NA,NA,0,0,1,3
acquired,hardware,Americas,NA,27,0,0,1,7
acquired,NA,Americas,NA,20,0,0,2,3
acquired,NA,Americas,NA,NA,0,0,1,1
acquired,semiconductor,Americas,NA,NA,2,0,1,8
acquired,software,Americas,NA,14,0,0,NA,1
acquired,software,Americas,NA,10,1,1485029,NA,1
closed,other,Europe,4,4,0,0,NA,3
acquired,hardware,Americas,NA,45,0,0,NA,2
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,10,0,0,NA,1
acquired,advertising,Americas,NA,9,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
closed,web,NA,NA,NA,1,0,NA,NA
acquired,enterprise,Americas,NA,7,4,45539243,2,17
acquired,public_relations,Americas,60,27,2,24947707,NA,10
acquired,mobile,Americas,42,16,3,27719356,2,9
acquired,enterprise,NA,NA,NA,0,0,2,1
acquired,semiconductor,Americas,NA,10,0,0,NA,4
acquired,security,Americas,NA,10,2,20199851,1,4
acquired,security,Americas,NA,11,0,0,3,5
